Country,Country_Code,Year,total_pop,pop_dens_sq_km,urban_pop_perc,rural_pop_perc,elect_access_pop,ren_energy_cons_perc,clean_fuel_tech_cook_pop,co2_emiss_excl_lulucf,Gini coefficient (2021 prices),perceptions of criminality,homicide rate,police rate,incarceration rate,Access to small arms,intensity of internal conflict,violent demonstrations,Violent crime,Political instability,Political Terror Scale,weapons imports,terrorism impact,deaths from internal conflict,internal conflicts fought,military expenditure (% gdp),armed services personnel rate,un peacekeeping funding,nuclear and heavy weapons,weapons exports,refugees and idps,Neighbouring countries relations,external conflicts fought,deaths From external conflict,overall score,internal peace,external peace,safety and security,ongoing conflict,militarisation,"Agriculture, forestry, and fishing, value added (% of GDP)",Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Access to electricity (% of population),Adjusted savings: energy depletion (% of GNI),Adjusted savings: carbon dioxide damage (% of GNI),Access to clean fuels and technologies for cooking (% of population),"Agriculture, forestry, and fishing, value added (annual % growth)"
Denmark,DNK,2017,5764980.0,144.1245,87.757,12.243,100.0,35.0,100.0,33.582,0.28746662,1.8,1.546,1.927,1.476,1.0,1.0,1.25,1.0,1.125,1.0,2.105,1.532,1.0,1.0,1.55,1.44,1.0,1.204,1.455,1.0,2.0,1.85,1.0,1.322,1.28,1.385,1.327,1.279,1.363,1.25985806734514,0.395815903926038,0.0071784245586468,100.0,0.388637479367391,0.365250732284191,100.0,15.3220478242069
Denmark,DNK,2018,5793636.0,144.8409,87.874,12.126,100.0,34.6,100.0,33.5742,0.28165728,1.8,1.489,1.927,1.516,1.0,1.0,1.75,1.0,1.0,1.0,1.978,1.348,1.0,1.0,1.545,1.424,1.06,1.207,1.391,1.0,2.0,1.9,1.0,1.326,1.286,1.386,1.342,1.284,1.342,0.99704488734783,0.476981359246903,0.008027439400029,100.0,0.468953919846874,0.353912833712021,100.0,-0.415925180820338
Denmark,DNK,2019,5814422.0,145.36055,87.994,12.006,100.0,37.2,100.0,30.0831,0.27723315,1.6,1.616,1.939,1.516,1.0,1.0,1.0,1.0,1.0,1.0,2.019,1.309,1.0,1.0,1.612,1.38,1.036,1.205,1.469,1.0,2.0,1.875,1.0,1.299,1.237,1.392,1.272,1.282,1.36,1.24122741169144,0.351826481931893,0.0062843463369391,100.0,0.345542135594954,0.339691268719626,100.0,3.40740642339192
Denmark,DNK,2020,5831404.0,145.7851,88.116,11.884,100.0,39.5,100.0,27.6033,0.27503937,1.6,1.5,1.954,1.556,1.0,1.0,2.25,1.0,1.0,1.0,1.711,1.184,1.0,1.0,1.631,1.379,1.024,1.244,1.388,1.0,2.0,1.85,1.0,1.329,1.292,1.386,1.366,1.279,1.317,1.33752008668451,0.113631700049912,0.0052761569235192,100.0,0.108355543126393,0.314726172309054,100.0,2.50381795658858
Dominican Republic,DOM,2008,9573130.0,198.160422272821,71.3,28.7,97.6,17.7,87.1,20.6535,0.48107606,3.5,5.0,2.571,2.349,3.0,1.0,1.5,3.0,2.5,3.0,1.069,1.0,1.0,1.0,1.277,1.626,4.999,1.01,1.0,1.001,2.0,1.125,1.0,1.995,2.301,1.535,2.64,1.213,1.94,6.27099180121697,0.14270699249789,0.0193254494077591,97.6,0.0,1.1910051506137,87.1,-3.76044290272878
Dominican Republic,DOM,2009,9695265.0,200.688573794245,72.542,27.458,97.9,17.3,87.3,19.8004,0.48875666,3.9,5.0,2.552,2.349,3.0,1.0,1.5,3.0,2.5,3.0,1.055,1.0,1.0,1.0,1.277,1.802,4.999,1.01,1.0,1.001,2.0,1.125,1.0,2.014,2.325,1.547,2.674,1.213,1.959,6.01021373970952,0.0719189749466201,0.0177564440775678,97.9,0.0,1.16665607104743,87.3,8.94579329481874
Dominican Republic,DOM,2010,9820175.0,203.274166839164,73.753,26.247,98.1,16.9,87.5,20.8377,0.47325945,4.05,5.0,2.533,2.651,3.0,1.0,1.5,3.0,2.75,4.0,1.017,1.0,1.0,1.0,1.315,1.802,4.999,1.01,1.0,1.001,2.0,1.125,1.0,2.093,2.456,1.55,2.859,1.213,1.959,5.87493178504912,0.104515293691831,0.0359678866431284,98.1,0.0,1.13800154767456,87.5,6.60415064841358
Dominican Republic,DOM,2011,9945621.0,205.870854895467,74.827,25.173,97.9,16.8,87.6,21.0813,0.47706905,4.05,5.0,2.514,2.651,3.0,1.5,1.5,3.0,2.5,4.0,1.086,1.0,1.0,1.0,1.296,1.389,5.0,1.01,1.0,1.001,2.0,1.0,1.0,2.097,2.489,1.509,2.828,1.302,1.916,5.4136207001604,0.195028798245037,0.030389496702553,97.9,0.0,1.11825865532371,87.6,5.85609418658002
Dominican Republic,DOM,2012,10070411.0,208.453963982612,75.802,24.198,97.9,16.5,87.9,21.8534,0.46133542,4.1,5.0,2.495,2.865,3.0,1.5,1.5,3.0,2.5,3.5,1.101,1.0,1.0,1.0,1.282,1.389,4.201,1.01,1.0,1.001,2.0,1.0,1.0,2.059,2.463,1.452,2.791,1.302,1.822,5.13892705786417,0.302615837441138,0.0300337769430199,97.9,0.0,1.155758875306,87.9,1.8193512057977
Dominican Republic,DOM,2013,10193833.0,211.008755951149,76.749,23.251,98.4,16.6,88.3,21.4596,0.47656393,4.0,5.0,2.476,2.865,3.0,2.0,1.5,3.0,2.375,3.5,1.1,1.0,1.0,1.0,1.287,1.392,3.401,1.01,1.0,1.001,2.0,1.0,1.0,2.057,2.498,1.396,2.766,1.403,1.729,4.99410588425629,0.797479902725912,0.042050221074567,98.4,0.0,1.15258594536113,88.3,1.65134549195184
Dominican Republic,DOM,2014,10315528.0,213.527799627406,77.67,22.33,98.5,17.3,88.6,21.6743,0.44279468,4.0,5.0,2.68,2.913,3.0,2.0,1.5,3.0,2.125,3.0,1.099,1.0,1.0,1.0,1.282,1.712,4.182,1.01,1.0,1.001,2.0,1.0,1.0,2.06,2.45,1.473,2.7,1.403,1.858,4.83780303264764,0.801066589554608,0.0507971052432375,98.5,0.0,1.12968772370702,88.6,1.26664673321115
Dominican Republic,DOM,2015,10434829.0,215.997288346098,78.566,21.434,98.6,14.9,89.1,23.8,0.45181024,4.05,4.94,2.66,2.913,3.0,2.0,1.25,3.0,2.0,3.0,1.084,1.0,1.0,1.0,1.282,1.678,4.179,1.01,1.0,1.001,2.0,1.0,1.0,2.04,2.42,1.471,2.658,1.403,1.852,5.05883234424627,0.395470185079365,0.039172052838945,98.6,0.0,1.20227134267773,89.1,1.22969729972144
Dominican Republic,DOM,2016,10551430.0,218.410888014904,79.436,20.564,98.9,15.3,89.6,24.7963,0.45722714,4.15,4.755,2.705,2.889,3.0,2.0,1.25,3.0,2.0,3.0,1.017,1.0,1.0,1.0,1.296,1.816,4.456,1.01,1.0,1.001,2.0,1.0,1.0,2.046,2.41,1.501,2.647,1.403,1.894,5.02704510564373,1.01866944221945,0.0502859295983386,98.9,0.0,1.21883419996629,89.6,4.44773053750936
Dominican Republic,DOM,2017,10666843.0,220.799896501759,80.277,19.723,100.0,16.9,90.2,23.7362,0.4219328,4.25,4.735,2.686,2.889,3.0,2.0,1.25,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.287,1.807,4.416,1.01,1.0,1.001,2.0,1.0,1.0,2.046,2.412,1.497,2.652,1.403,1.885,4.83760934052653,0.819658746748071,0.042596953234442,100.0,0.0,1.15633100179512,90.2,4.10289678666682
Dominican Republic,DOM,2018,10782053.0,223.18470296005,81.074,18.926,98.9,15.9,90.7,25.5515,0.43686157,4.2,4.532,2.667,2.889,3.0,2.0,2.0,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.296,1.799,3.113,1.01,1.01,1.001,2.0,1.0,1.0,2.025,2.438,1.406,2.688,1.403,1.734,4.57147323875274,0.680582818121921,0.0303981826019328,98.9,0.0,1.2112991439077,90.7,2.64453024050424
Dominican Republic,DOM,2019,10894043.0,226.026774543851,81.828,18.172,99.0,14.4,91.3,25.9419,0.41917238,4.05,4.14,2.649,2.889,3.0,2.0,2.75,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.335,1.79,2.473,1.01,1.01,1.001,2.0,1.0,1.0,2.01,2.442,1.363,2.693,1.403,1.662,4.32511956961036,0.731701660605675,0.028251383003086,99.0,0.0,1.30832873531333,91.3,4.41088297490921
Dominican Republic,DOM,2020,11008300.0,228.397349102723,82.54,17.46,100.0,16.0,91.9,23.0619,0.39628673,4.0,3.976,2.631,2.968,3.0,2.0,2.5,3.0,2.0,3.0,1.001,1.0,1.0,1.0,1.33,1.782,1.506,1.01,1.01,1.002,2.0,1.0,1.0,1.965,2.413,1.294,2.653,1.403,1.547,4.52252840237889,0.839001339569638,0.0365317496883882,100.0,0.0,1.39346885621818,91.9,-1.66406249123528
Ecuador,ECU,2008,14575202.0,58.6857867611532,62.3,37.7,97.2,15.3,93.4,31.8179,0.4978813,3.8,4.353,2.371,1.659,3.0,3.0,1.0,3.0,3.875,3.0,1.085,1.049,1.0,1.0,1.865,1.594,2.695,1.116,1.0,1.003,3.0,1.0,1.0,2.14,2.507,1.589,2.633,1.805,1.755,7.3493757008365,15.4229786037291,0.274048495973192,97.2,15.1358247991483,1.4106530486683,93.4,3.28353966027557
Ecuador,ECU,2009,14825954.0,59.6954179416975,62.495,37.505,96.5,12.9,93.6,34.6222,0.4849893,3.7,4.586,2.348,1.659,3.0,3.0,1.0,3.0,4.125,3.0,1.18,1.049,2.0,1.053,1.865,1.638,2.695,1.116,1.0,1.002,3.0,1.0,1.0,2.228,2.652,1.592,2.679,2.012,1.771,8.61225542007853,7.34247339167073,0.283043879396944,96.5,6.95873565739405,1.55581231744525,93.6,2.69891609390656
Ecuador,ECU,2010,15076695.0,60.7050048316959,62.69,37.31,97.5,11.8,94.0,37.3219,0.48800084,4.05,4.789,2.325,1.627,3.5,3.0,1.0,3.0,3.75,2.5,1.249,1.049,1.0,1.053,2.018,1.638,2.695,1.116,1.0,1.002,2.5,1.0,1.0,2.132,2.543,1.515,2.626,1.71,1.885,8.33021025899583,9.85463781154314,0.442619710008458,97.5,9.3046686895969,1.55250455861839,94.0,0.466834329340642
Ecuador,ECU,2011,15326227.0,61.7097237880496,62.851,37.149,96.9,13.2,93.95,37.6935,0.45871636,3.9,4.771,2.243,1.627,3.5,3.0,1.0,3.0,3.5,2.5,1.292,1.049,1.0,1.053,2.171,1.612,1.854,1.116,1.0,1.002,2.0,1.0,1.0,2.055,2.508,1.376,2.574,1.609,1.806,7.90853917487421,13.6272821046914,0.0,96.9,13.4798499021284,1.41752746341651,93.95,9.28188542384545
Ecuador,ECU,2012,15572194.0,62.700088581092,62.988,37.012,97.2,13.2,94.0,37.8686,0.46109542,3.5,4.74,2.221,2.071,3.5,3.0,1.0,3.0,3.5,2.0,1.307,1.049,1.0,1.053,2.028,1.612,2.261,1.116,1.0,1.002,2.0,1.0,1.0,2.037,2.465,1.395,2.513,1.609,1.839,6.99944108995073,12.0214343390994,0.0,97.2,11.8785018925995,1.33089547172516,94.0,0.16038673373437
Ecuador,ECU,2013,15807128.0,63.6460299565147,63.125,36.875,98.0,11.8,94.2,40.2925,0.46862498,3.55,4.529,2.252,2.071,3.0,3.0,1.0,3.0,3.375,2.5,1.378,1.024,1.0,1.053,1.899,1.592,1.838,1.116,1.0,1.002,2.0,1.0,1.0,2.014,2.454,1.354,2.538,1.609,1.692,6.96320880489033,10.5653480606039,0.0,98.0,10.437101572399,1.37015668237853,94.2,8.58683592347647
Ecuador,ECU,2014,16035124.0,64.5640360766629,63.261,36.739,99.0,12.2,94.2,42.4828,0.4499268,3.45,4.234,2.3,2.286,3.0,3.0,1.0,3.0,3.0,2.5,1.293,1.177,1.0,1.0,1.913,1.584,1.335,1.116,1.0,1.001,2.0,1.0,1.0,1.973,2.408,1.319,2.482,1.604,1.623,7.40439967003185,9.82743939571769,0.0,99.0,9.75776834533724,1.40540973534925,94.2,8.78646504640372
Ecuador,ECU,2015,16266225.0,65.4945442100177,63.398,36.602,98.8,13.1,94.3,42.2047,0.4595101,3.15,4.091,2.281,2.286,3.0,3.0,1.75,3.0,2.625,2.0,1.271,1.093,1.0,1.0,1.884,1.55,1.828,1.143,1.01,1.002,2.0,1.0,1.0,1.949,2.346,1.353,2.396,1.604,1.678,8.02049629728797,3.72889549838102,0.0,98.8,3.67848724402361,1.48076804678667,94.3,4.00033609839008
Ecuador,ECU,2016,16505139.0,66.4565107102593,63.534,36.466,98.7,14.8,94.4,40.9127,0.45016456,3.35,3.542,2.359,2.27,3.0,3.0,2.25,3.0,2.375,2.0,1.213,1.202,1.0,1.0,1.942,1.376,1.672,1.115,1.01,1.002,2.0,1.0,1.0,1.93,2.329,1.331,2.376,1.604,1.634,8.07212585894998,2.95546850351073,0.0,98.7,2.89048535184992,1.4583891400784,94.4,1.5650391409165
Ecuador,ECU,2017,16759519.0,67.4807497181511,63.67,36.33,99.2,17.0,94.4,39.7064,0.44670117,3.3,3.114,2.34,2.27,3.0,2.0,1.25,3.0,2.5,2.5,1.174,1.112,1.0,1.0,1.765,1.371,1.437,1.116,1.01,1.002,2.0,1.0,1.0,1.821,2.167,1.302,2.299,1.403,1.581,7.90222040951574,4.08692674248751,0.0,99.2,4.02018428463868,1.41611455981639,94.4,7.52436734021522
Ecuador,ECU,2018,17049547.0,68.6485223063295,63.821,36.179,98.7,16.3,94.5,41.3159,0.4543803,3.3,2.952,2.321,2.762,3.0,2.0,1.25,3.0,2.5,2.5,1.115,1.06,1.0,1.0,1.77,1.365,2.69,1.145,1.01,1.002,2.0,1.0,1.0,1.865,2.179,1.393,2.319,1.403,1.726,7.64505994805811,6.22088305258164,0.0,98.7,6.22088305258164,1.50339681786201,94.5,1.02873267317602
Ecuador,ECU,2019,17340021.0,69.8180906748269,63.986,36.014,99.1,17.7,94.4,40.7692,0.4571004,3.35,2.947,2.301,2.762,3.0,2.0,2.75,3.0,2.375,2.0,1.109,2.304,1.0,1.0,1.755,1.359,3.495,1.146,1.013,1.003,2.0,1.0,1.0,1.944,2.274,1.449,2.453,1.403,1.818,7.78676459859086,5.1141433200136,0.0,99.1,5.1141433200136,1.52686085519039,94.4,2.30445289674329
Ecuador,ECU,2020,17546065.0,70.6477089708488,64.166,35.834,98.9,20.2,94.4,35.6829,0.47309673,3.6,2.958,2.278,2.69,3.0,3.0,2.75,3.0,2.5,2.0,1.065,2.126,1.08,1.053,1.707,1.353,4.372,1.144,1.003,1.003,2.0,1.0,1.0,2.044,2.403,1.506,2.472,1.625,1.908,8.38574905899645,2.33936013727819,0.0,98.9,2.33936013727819,1.56165125718072,94.4,-0.055512703504931
El Salvador,SLV,2008,6029297.0,290.989237451737,63.678,36.322,91.0,31.5,73.1,7.0862,0.4688559,3.65,5.0,2.394,3.567,3.0,2.0,1.0,5.0,1.5,3.0,1.023,1.785,1.0,1.0,1.306,1.353,1.338,1.013,1.0,1.033,2.0,1.375,1.0,2.053,2.565,1.284,2.869,1.437,1.475,7.09010840673402,1.0562943412986,0.604975246147683,91.0,0.451319095150919,1.05381556537967,73.1,-0.185876407859027
El Salvador,SLV,2009,6048279.0,291.905357142857,64.57,35.43,91.1,32.2,75.2,6.8948,0.4582484,3.55,5.0,2.433,3.567,3.0,2.0,1.0,5.0,1.875,3.0,1.007,1.785,1.0,1.0,1.306,1.35,1.338,1.014,1.0,1.028,2.0,1.5,1.0,2.073,2.592,1.293,2.907,1.448,1.473,6.66859073198944,0.704974928641454,0.595775974769284,91.1,0.10919895387217,1.08229807321177,75.2,-5.30726194195751
El Salvador,SLV,2010,6068249.0,292.86916023166,65.452,34.548,91.6,32.6,77.0,6.7208,0.4351326,3.55,5.0,2.462,4.159,4.0,3.0,1.0,5.0,1.75,2.5,1.011,1.785,1.0,1.0,1.359,1.35,1.338,1.015,1.0,1.028,2.0,1.625,1.0,2.171,2.747,1.307,2.888,1.661,1.657,6.98170850697531,1.05965719467042,1.05965719467042,91.6,0.0,1.04357750893532,77.0,5.01474707432288
El Salvador,SLV,2011,6090127.0,293.925048262548,66.325,33.675,92.6,29.5,78.6,7.0198,0.42317978,3.75,5.0,2.608,4.159,4.0,3.0,1.0,5.0,1.75,2.5,1.016,1.785,1.0,1.0,1.344,1.391,1.202,1.016,1.0,1.027,2.0,1.625,1.0,2.181,2.769,1.299,2.919,1.661,1.644,7.33019190703113,0.858470796547703,0.858142323133118,92.6,0.0003284734145848,1.02837995073359,78.6,-4.1198488909107
El Salvador,SLV,2012,6113975.0,295.076013513513,67.187,32.813,93.7,30.3,80.4,6.9949,0.41828832,3.85,5.0,2.697,4.429,4.0,3.0,1.0,5.0,1.75,2.5,1.02,1.785,1.0,1.0,1.344,1.391,2.059,1.016,1.0,1.036,2.0,1.5,1.0,2.219,2.799,1.351,2.96,1.65,1.746,6.5143562539307,0.803679749083649,0.803376469731561,93.7,0.0003032793520885,1.02528968469833,80.4,4.2968735898458
El Salvador,SLV,2013,6138839.0,296.276013513514,68.036,31.964,95.0,27.5,82.1,6.6284,0.4335865,3.3,5.0,2.753,4.429,4.0,2.0,1.0,5.0,1.75,2.5,1.029,1.554,1.0,1.0,1.32,1.364,2.029,1.017,1.0,1.044,2.0,1.5,1.0,2.13,2.653,1.346,2.904,1.448,1.737,5.61330655869503,0.983141707828597,0.98287181365178,95.0,0.0002698941768172,0.994354466769403,82.1,-7.209737325047
El Salvador,SLV,2014,6162955.0,297.439913127413,68.874,31.126,95.1,24.0,83.8,6.8083,0.4155944,3.45,5.0,2.77,4.563,4.0,2.0,1.0,5.0,1.75,2.0,1.025,1.35,1.0,1.0,1.335,1.363,1.506,1.018,1.0,1.052,2.0,1.5,1.0,2.097,2.621,1.312,2.861,1.448,1.677,5.86687215376832,1.10569200116449,1.10545233227225,95.1,0.0002396688922374,1.02926980565408,83.8,0.908175866599279
El Salvador,SLV,2015,6183676.0,298.439961389961,69.7,30.3,95.4,21.0,85.3,7.2629,0.40551814,3.65,5.0,2.814,4.563,4.0,2.0,1.0,5.0,2.0,3.0,1.067,1.178,1.0,1.0,1.315,1.377,2.629,1.018,1.0,1.059,2.0,1.5,1.0,2.198,2.736,1.392,3.02,1.448,1.814,5.52976674016479,0.892310490073841,0.892310490073841,95.4,0.0,1.08925751620385,85.3,-5.49999622792392
El Salvador,SLV,2016,6200800.0,299.266409266409,70.501,29.499,96.0,20.7,87.0,7.3236,0.39978543,4.1,5.0,2.866,5.0,4.0,2.0,1.0,5.0,2.0,2.0,1.063,1.0,1.0,1.0,1.301,1.602,1.925,1.016,1.0,1.079,2.0,1.5,1.0,2.166,2.704,1.359,2.977,1.448,1.755,5.73215390739613,1.07763525247694,1.07763525247694,96.0,0.0,1.12218472808925,87.0,8.34920202432346
El Salvador,SLV,2017,6213533.0,299.880936293436,71.275,28.725,96.8,25.0,88.3,6.6285,0.38007152,4.5,5.0,2.867,5.0,4.0,2.0,1.5,5.0,2.0,2.0,1.058,1.0,1.0,1.0,1.287,1.6,2.084,1.016,1.0,1.104,2.0,1.6,1.0,2.209,2.76,1.381,3.059,1.458,1.771,5.39300914080881,0.940379867713477,0.940287993180535,96.8,9.1874532942447e-05,1.01189135135457,88.3,0.664127356187123
El Salvador,SLV,2018,6219807.0,300.183735521236,72.023,27.977,97.0,23.2,89.7,7.1002,0.38610572,3.65,5.0,3.116,5.0,4.0,2.0,1.75,5.0,2.0,2.5,1.051,1.0,1.0,1.0,1.272,1.599,1.897,1.016,1.0,1.517,2.0,1.525,1.0,2.236,2.78,1.419,3.136,1.451,1.746,5.13276852985202,0.7033559290927,0.703217020762302,97.0,0.0001389083303984,1.0867576221181,89.7,-2.72630251285534
El Salvador,SLV,2019,6222318.0,300.304922779923,72.746,27.254,97.4,19.4,90.9,8.1035,0.38778764,3.1,5.0,3.09,5.0,4.0,2.0,2.25,5.0,1.75,2.5,1.051,1.0,1.0,1.0,1.258,1.599,1.748,1.016,1.0,1.552,2.0,1.5,1.0,2.217,2.754,1.41,3.104,1.448,1.727,5.1464335217926,0.591845450093168,0.591745753920962,97.4,9.96961722062251e-05,1.24539973246518,90.9,1.03730301216835
El Salvador,SLV,2020,6234673.0,300.901206563707,73.444,26.556,99.7,23.7,91.9,6.6591,0.38946956,2.85,5.0,3.091,5.0,4.0,2.0,2.75,5.0,1.5,3.0,1.009,1.0,1.04,1.0,1.258,1.598,1.337,1.016,1.0,1.601,2.0,1.475,1.0,2.23,2.793,1.386,3.161,1.454,1.674,5.35480047301112,0.807389273863455,0.807333698445795,99.7,5.55754176596437e-05,1.28394933896855,91.9,-4.3731490621915
Estonia,EST,2008,1337090.0,31.5425807973579,68.351,31.649,100.0,20.5,100.0,20.2026,0.3191497,2.8,4.054,2.202,3.047,2.0,1.0,1.0,2.0,1.25,1.0,1.753,1.487,1.0,1.0,1.903,1.514,1.587,1.002,1.0,1.006,3.0,1.55,1.0,1.694,1.796,1.541,1.981,1.453,1.501,3.40126152586792,1.32201783425096,0.0,100.0,1.32201783425096,2.14058460241747,100.0,2.07570129677505
Estonia,EST,2009,1334515.0,31.4818353385232,68.223,31.777,100.0,24.2,100.0,16.824,0.31442666,2.7,3.29,2.211,3.047,2.0,1.0,1.0,2.0,1.5,2.0,1.9,1.487,1.0,1.0,1.903,1.567,1.587,1.002,1.0,1.006,3.0,1.8,1.0,1.728,1.837,1.565,2.03,1.476,1.525,2.47104873277575,0.751767919059132,0.0,100.0,0.751767919059132,2.18360330329659,100.0,-18.6795347732613
Estonia,EST,2010,1331475.0,31.4101203113942,68.094,31.906,100.0,25.3,100.0,21.6256,0.31999838,2.75,3.108,2.203,3.118,2.0,1.0,1.0,2.0,1.5,1.5,2.222,1.487,1.0,1.0,2.128,1.567,1.587,1.002,1.0,1.006,3.0,2.05,1.0,1.72,1.8,1.601,1.96,1.499,1.589,3.17092945309266,0.581538339036547,0.0,100.0,0.581538339036547,2.93923574822786,100.0,9.28974767376849
Estonia,EST,2011,1327439.0,31.3149091766926,67.965,32.035,100.0,25.2,100.0,21.7324,0.3248838,2.75,2.811,2.193,3.118,2.0,1.0,1.0,2.0,1.5,1.0,2.09,1.487,1.0,1.0,1.808,1.569,1.359,1.003,1.0,1.006,3.0,2.175,1.0,1.665,1.727,1.572,1.865,1.51,1.509,3.66566862923271,0.718355969502699,0.0,100.0,0.718355969502699,2.46037884762642,100.0,8.29442291870302
Estonia,EST,2012,1322696.0,31.2030195800896,67.974,32.026,100.0,25.0,100.0,20.5968,0.32913485,2.8,2.814,2.709,3.039,2.0,1.0,1.0,2.0,1.5,1.0,2.062,1.487,1.0,1.0,1.798,1.683,1.45,1.003,1.0,1.006,3.0,2.125,1.0,1.687,1.757,1.582,1.909,1.506,1.529,3.2843229052027,0.82417267100568,0.0,100.0,0.82417267100568,2.37842049813308,100.0,1.65906666948048
Estonia,EST,2013,1317997.0,30.3196917414309,68.122,31.878,100.0,24.5,100.0,22.9377,0.3507549,2.4,2.724,2.689,3.039,2.0,1.0,1.0,2.0,1.5,1.0,1.899,1.313,1.0,1.0,1.899,1.681,1.254,1.003,1.0,1.011,3.0,2.0,1.0,1.652,1.709,1.566,1.851,1.494,1.499,3.04742973666601,0.731733642840825,0.0,100.0,0.731733642840825,2.54833542962133,100.0,-4.96048570091772
Estonia,EST,2014,1314545.0,30.2402806533241,68.269,31.731,100.0,25.3,100.0,22.003,0.3458778,2.35,2.691,2.672,2.825,2.0,1.0,1.0,2.0,1.5,1.0,1.797,1.186,1.0,1.0,1.903,1.709,1.159,1.004,1.0,1.009,2.0,1.875,1.0,1.557,1.679,1.374,1.815,1.282,1.479,3.11496161660999,0.785908942645014,0.0,100.0,0.785908942645014,2.33441504584196,100.0,12.2586173582116
Estonia,EST,2015,1315407.0,30.26011042,68.416,31.584,100.0,28.2,100.0,19.9902,0.32667875,2.35,2.486,2.601,2.825,2.0,1.0,1.0,2.0,1.625,1.0,1.379,1.096,1.0,1.0,1.903,1.665,1.405,1.004,1.0,1.009,3.0,1.8,1.0,1.611,1.646,1.559,1.794,1.476,1.454,2.80642152865051,0.465476776252943,0.0,100.0,0.465476776252943,2.41368417322993,100.0,2.78451305446295
Estonia,EST,2016,1315790.0,30.2689210950081,68.563,31.437,100.0,27.2,100.0,19.9891,0.31194672,2.4,2.28,2.555,2.619,2.0,1.0,1.0,2.0,1.75,1.0,1.431,1.051,1.0,1.0,1.956,1.665,1.245,1.004,1.021,1.008,3.0,1.725,1.0,1.595,1.627,1.548,1.764,1.469,1.451,2.0715978609001,0.314829889466987,0.0,100.0,0.314829889466987,2.43964168283237,100.0,-23.7897682925409
Estonia,EST,2017,1317384.0,30.816,68.717,31.283,100.0,27.5,100.0,21.2239,0.30354282,2.15,2.356,2.489,2.619,2.0,1.0,1.0,2.0,1.75,1.0,1.756,1.0,1.0,1.0,1.97,1.739,1.148,1.004,1.021,1.008,3.0,1.7,1.0,1.593,1.625,1.545,1.742,1.467,1.488,2.33885596628311,0.519486628619975,0.0,100.0,0.519486628619975,2.38076312277948,100.0,6.82860838777356
Estonia,EST,2018,1321977.0,30.9234385964912,68.88,31.12,100.0,28.6,100.0,22.3408,0.303201,2.0,2.127,2.493,2.516,2.0,1.0,1.0,2.0,1.75,1.0,2.112,1.0,1.0,1.0,1.946,1.773,1.635,1.004,1.021,1.007,3.0,1.625,1.0,1.592,1.605,1.574,1.693,1.46,1.589,2.04938469969066,0.798768778762908,0.0,100.0,0.798768778762908,2.00232641309679,100.0,-10.471029073771
Estonia,EST,2019,1326898.0,31.0385497076023,69.051,30.949,100.0,31.3,100.0,14.7106,0.30765346,1.85,2.05,2.478,2.516,2.0,1.0,1.0,2.0,1.75,1.0,2.119,1.0,1.0,1.0,1.985,1.759,1.292,1.004,1.021,1.007,3.0,1.6,1.0,1.573,1.588,1.55,1.669,1.458,1.552,2.265648962634,0.733624881780431,0.0,100.0,0.733624881780431,1.36120628067655,100.0,22.7972318560309
Estonia,EST,2020,1329522.0,31.0999298245614,69.229,30.771,100.0,40.4,100.0,11.5416,0.30737072,1.9,2.03,2.472,2.46,2.0,1.0,1.75,2.0,1.75,1.0,2.302,1.0,1.0,1.0,2.033,1.767,1.195,1.004,1.02,1.007,3.0,1.525,1.0,1.601,1.641,1.541,1.732,1.451,1.569,1.93181527353408,0.374756824367254,0.0,100.0,0.374756824367254,1.27384593673205,100.0,-12.4415941066989
Finland,FIN,2008,5313399.0,17.4840375123396,83.299,16.701,100.0,34.6,100.0,59.0946,0.27838135,1.95,2.065,1.789,1.524,2.0,1.0,1.25,1.0,1.0,1.0,2.762,1.035,1.0,1.0,1.598,1.833,1.221,1.151,2.443,1.0,1.0,1.125,1.0,1.35,1.387,1.296,1.349,1.011,1.859,2.20537134561628,0.0231279047668591,0.0,100.0,0.0,0.531323816116055,100.0,0.149297640836778
Finland,FIN,2009,5338871.0,17.5678545574202,83.429,16.571,100.0,32.5,100.0,56.5001,0.27455276,1.95,2.11,1.771,1.524,2.0,1.0,1.25,1.0,1.0,1.0,2.473,1.035,1.0,1.0,1.598,1.833,1.221,1.153,2.753,1.0,1.0,1.25,1.0,1.362,1.377,1.339,1.353,1.023,1.881,2.25383112774094,0.0202676429644484,0.0,100.0,0.0,0.58302781483515,100.0,7.15526725205393
Finland,FIN,2010,5363352.0,17.6484106614018,83.77,16.23,100.0,33.4,100.0,65.397,0.27713963,1.95,2.126,1.767,1.484,2.0,1.0,1.25,1.0,1.0,1.0,2.388,1.035,1.0,1.0,1.731,1.833,1.221,1.155,2.928,1.0,1.0,1.375,1.0,1.374,1.372,1.377,1.351,1.034,1.917,2.36676641136983,0.102267660487651,0.0,100.0,0.0264536212387585,0.7072984989437,100.0,-1.55342991557966
