region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr,pg,estimate_type
Latin America & Caribbean,LCN,Colombia,COL,2003,national,ECH,national,2003,income,3,2002 - 2005,3,0.197630509,0.076142906,0.04117523,0.119128723,10.67437914,6.171358994,0.521907017,0.535727695,0.488490293,0.011533156,0.023281829,0.032598945,0.042076827,0.052078068,0.064557786,0.081310441,0.106776114,0.158019687,0.427767147,0.484707103,1506.552246,40937429,4154.175285,2864.505157,FALSE,micro,survey,4.386,0.337104883,7.282603711,
Latin America & Caribbean,LCN,Colombia,COL,2004,national,ECH,national,2004,income,3,2002 - 2005,3,0.192086106,0.06631225,0.033338528,0.098988248,11.3190069,6.186171312,0.541098544,0.549744651,0.508508324,0.012474532,0.02297988,0.031237546,0.039609858,0.049350996,0.061389761,0.078374383,0.104136975,0.155191693,0.445254376,0.512928821,1506.552246,41543171,4311.915913,2931.796237,FALSE,micro,survey,4.393,0.342693006,6.699081886,
Latin America & Caribbean,LCN,Colombia,COL,2005,national,ECH,national,2005,income,3,2002 - 2005,3,0.168003517,0.060025708,0.030998109,0.091340573,11.93369349,6.769842541,0.523743368,0.5390761,0.495837822,0.012248132,0.023351102,0.032174093,0.041251241,0.051127459,0.063525531,0.080607587,0.105768674,0.158055681,0.431890499,0.539098003,1506.552246,42128977,4457.275375,3019.181536,FALSE,micro,survey,4.685,0.328619261,6.365783885,
Latin America & Caribbean,LCN,Colombia,COL,2008,national,GEIH,national,2008,income,4,2008 - 2020,3,0.165645506,0.065460114,0.037060949,0.107005996,13.50186255,7.609229188,0.572727889,0.553060573,0.527623877,0.00969289,0.020740187,0.029651552,0.039046842,0.050001215,0.063689949,0.081685618,0.108568374,0.160008665,0.436914708,0.638579344,1506.552246,43758808,5048.571872,3430.037969,FALSE,micro,survey,5.105,0.337769978,6.687670361,
Latin America & Caribbean,LCN,Colombia,COL,2009,national,GEIH,national,2009,income,4,2008 - 2020,3,0.150200916,0.056263695,0.030730065,0.090002762,13.61776113,7.795131544,0.544097714,0.542821045,0.512994636,0.010825009,0.021994465,0.03104125,0.040205683,0.051116151,0.064609372,0.082837023,0.109518912,0.158750003,0.429102133,0.653716425,1506.552246,44271541,5046.971218,3448.228719,FALSE,micro,survey,5.198,0.32988959,6.177754011,
Latin America & Caribbean,LCN,Colombia,COL,2010,national,GEIH,national,2010,income,4,2008 - 2020,3,0.131106533,0.047945884,0.025582802,0.075209258,14.70824966,8.290562824,0.546959892,0.546163354,0.516158797,0.011088309,0.022070625,0.030794563,0.03990726,0.050323468,0.063637166,0.081582924,0.108168392,0.158317996,0.434109295,0.670649474,1506.552246,44777319,5214.245476,3581.537157,FALSE,micro,survey,5.445,0.32015833,5.613107918,
Latin America & Caribbean,LCN,Colombia,COL,2011,national,GEIH,national,2011,income,4,2008 - 2020,3,0.112377523,0.039971093,0.021089441,0.06247737,15.26095348,8.824834712,0.52122616,0.534830879,0.501718623,0.01188148,0.023011305,0.032024251,0.0413337,0.051802935,0.065227552,0.083153418,0.109745975,0.15826502,0.423554365,0.697203507,1506.552246,45259614,5517.101109,3738.283492,FALSE,micro,survey,5.712,0.309399252,5.171020346,
Latin America & Caribbean,LCN,Colombia,COL,2012,national,GEIH,national,2012,income,4,2008 - 2020,3,0.108860189,0.039280028,0.021105692,0.062328189,15.47428776,9.216150463,0.507699523,0.526372241,0.493329649,0.011815536,0.023414069,0.032582253,0.042282764,0.053265813,0.067086592,0.08509777,0.111895353,0.159758561,0.41280129,0.71657385,1506.552246,45715810,5675.75618,3909.487567,FALSE,micro,survey,5.908,0.30864064,5.108921479,
Latin America & Caribbean,LCN,Colombia,COL,2013,national,GEIH,national,2013,income,4,2008 - 2020,3,0.099394076,0.036083368,0.019680587,0.057875518,16.24783812,9.718353692,0.507896689,0.526246929,0.487371993,0.011801797,0.023582046,0.032761598,0.042305874,0.053550024,0.0670741,0.084898322,0.111043704,0.159316521,0.413666013,0.729145261,1506.552246,46151584,5910.805923,4051.753266,FALSE,micro,survey,6.159,0.30701972,4.894067288,
Latin America & Caribbean,LCN,Colombia,COL,2014,national,GEIH,national,2014,income,4,2008 - 2020,3,0.089910069,0.032265734,0.017612053,0.051900711,17.01294283,10.17499713,0.505351963,0.525429577,0.485261282,0.012001855,0.023612233,0.032943969,0.042613668,0.053567831,0.067105236,0.084802633,0.110989389,0.158702959,0.413660227,0.755827577,1506.552246,46565429,6121.83982,4186.376004,FALSE,micro,survey,6.387,0.299827476,4.650428634,
Latin America & Caribbean,LCN,Colombia,COL,2015,national,GEIH,national,2015,income,4,2008 - 2020,3,0.080784339,0.029046758,0.015762086,0.04670383,16.65810995,10.31219714,0.472713742,0.509825981,0.466971004,0.01300538,0.025267742,0.034538978,0.044454033,0.055554038,0.069391675,0.087083713,0.112846937,0.158448965,0.399408538,0.804125105,1506.552246,46969940,6248.514905,4278.671769,FALSE,micro,survey,6.456,0.294083513,4.482599816,
Latin America & Caribbean,LCN,Colombia,COL,2016,national,GEIH,national,2016,income,4,2008 - 2020,3,0.079806273,0.029065239,0.015965168,0.04723665,16.41445421,10.28149719,0.464992432,0.505624363,0.453522675,0.013202269,0.025864066,0.035418572,0.045258943,0.056429261,0.069937499,0.087257052,0.112070244,0.156722126,0.397839969,0.852101924,1506.552246,47437512,6316.070678,4303.589074,FALSE,micro,survey,6.441,0.290636299,4.512822358,
Latin America & Caribbean,LCN,Colombia,COL,2017,national,GEIH,national,2017,income,4,2008 - 2020,3,0.073062801,0.026132445,0.014375436,0.042715729,16.29165004,10.34972701,0.446496154,0.497065919,0.445249065,0.014046484,0.026802976,0.036344825,0.046211433,0.057347324,0.070702295,0.087853522,0.113027166,0.157853243,0.389810732,0.887186531,1506.552246,48131078,6309.677453,4328.688678,FALSE,micro,survey,6.475,0.286067671,4.389806503,
Latin America & Caribbean,LCN,Colombia,COL,2018,national,GEIH,national,2018,income,4,2008 - 2020,3,0.073782299,0.027288316,0.015220662,0.04486128,16.56800252,10.38021288,0.460799295,0.50410365,0.452126189,0.013564804,0.026188189,0.035636029,0.045300331,0.056442929,0.069816692,0.086877837,0.111968047,0.157603729,0.396601412,0.916177949,1506.552246,49024465,6353.546429,4387.350541,FALSE,micro,survey,6.49,0.288711594,4.437879221,
Latin America & Caribbean,LCN,Colombia,COL,2019,national,GEIH,national,2019,income,4,2008 - 2020,3,0.087890676,0.031745198,0.017400812,0.051479823,16.60744389,10.2734262,0.481855511,0.513254306,0.464561943,0.012421465,0.024753118,0.034463895,0.044359144,0.055531799,0.068935303,0.086299176,0.111761718,0.15837204,0.403102343,0.951421257,1506.552246,49907985,6439.963598,4485.109324,FALSE,micro,survey,6.437,0.296287672,4.635899419,
Latin America & Caribbean,LCN,Colombia,COL,2020,national,GEIH,national,2020,income,4,2008 - 2020,3,0.134859769,0.059987751,0.038023079,0.109145453,14.56369835,8.672568861,0.552088038,0.534864399,0.491520684,0.008945185,0.022154271,0.032423133,0.042451948,0.053425626,0.066766988,0.084311678,0.110947934,0.160459577,0.418113661,0.965592168,1506.552246,50629997,5891.955232,4199.770418,FALSE,micro,survey,5.636,0.313421696,6.82288763,
Latin America & Caribbean,LCN,Colombia,COL,2021,national,GEIH,national,2021,income,5,2021 - 2023,3,0.112283738,0.044098023,0.025057499,0.072425738,17.01993727,9.498012292,0.566052147,0.551170224,0.5243235,0.009936511,0.021429044,0.03050145,0.039413441,0.049985562,0.062818124,0.080513624,0.107522249,0.160647082,0.437232913,1.01637165,1506.552246,51188173,6457.169218,4765.609385,FALSE,micro,survey,6.049,0.309222182,5.297240681,
Latin America & Caribbean,LCN,Colombia,COL,2022,national,GEIH,national,2022,income,5,2021 - 2023,3,0.092662023,0.036447376,0.021043729,0.061260554,18.49540237,10.34699958,0.558687582,0.548185796,0.520937999,0.010334964,0.021859785,0.030841398,0.039837036,0.050177839,0.063055177,0.080552579,0.107601622,0.160618771,0.43512083,1.143738011,1506.552246,51737944,6856.725905,5223.703495,FALSE,micro,survey,6.473,0.297395793,4.890169289,
Latin America & Caribbean,LCN,Colombia,COL,2023,national,GEIH,national,2023,income,5,2021 - 2023,3,0.076869563,0.030112888,0.01786314,0.052242414,19.18216265,10.95084891,0.536455317,0.538819247,0.511057318,0.011220302,0.022839894,0.031703992,0.04073857,0.051151455,0.064194032,0.081876325,0.109110781,0.160533306,0.426631343,1.259812486,1506.552246,52321152,6828.597538,5185.099585,FALSE,micro,survey,6.775,0.291916032,4.58968772,
Sub-Saharan Africa,SSF,Comoros,COM,2004,national,EIM,national,2004,consumption,0,2004,3,0.278861019,0.091475166,0.041677271,0.127376677,8.645775269,4.629338214,0.546414509,0.559238087,0.443328021,0.015461556,0.024743953,0.032354497,0.040275231,0.048350303,0.059510127,0.072879331,0.092460203,0.133164553,0.480800247,0.731056815,228.0477905,580704,1037.062579,908.4295774,FALSE,micro,survey,3.615,0.369778816,7.862969927,
Sub-Saharan Africa,SSF,Comoros,COM,2014,national,EESIC,national,2014,consumption,1,2014,3,0.313569638,0.120345206,0.062599285,0.179049631,6.393367776,4.368345849,0.363712314,0.453321862,0.441438712,0.01617715,0.028591952,0.039670098,0.051114198,0.062567194,0.076576686,0.09855827,0.1233648,0.166889476,0.336490176,0.923746231,228.0477905,711503,1331.212278,1253.685659,FALSE,micro,survey,3.484,0.378607173,9.046701102,
Sub-Saharan Africa,SSF,Cabo Verde,CPV,2001,national,IDRF,national,2001.77,consumption,0,2001,3,0.371034254,0.135325492,0.066431033,0.19499632,6.790869615,3.925944096,0.478436144,0.524952314,0.470892619,0.015902289,0.025669797,0.033519282,0.04236663,0.052213945,0.06483996,0.080935425,0.104494791,0.153697161,0.426360721,0.731907865,54.40446854,465492.81,2051.217339,,FALSE,micro,survey,3.263,0.410533964,9.479297366,
Sub-Saharan Africa,SSF,Cabo Verde,CPV,2007,national,QUIBB,national,2007.33,consumption,1,2007,3,0.261580034,0.078253709,0.033259167,0.105538478,7.581385274,4.894950823,0.379047109,0.471873889,0.420173396,0.019545091,0.030266906,0.038684751,0.048733671,0.05919191,0.071258742,0.087098072,0.112647138,0.161187688,0.371386031,0.820185641,54.40446854,497894.45,3056.971029,1843.300875,FALSE,micro,survey,3.747,0.356055527,7.259939022,
Sub-Saharan Africa,SSF,Cabo Verde,CPV,2015,national,IDRF,national,2015,consumption,2,2015,3,0.146040784,0.03920855,0.014993835,0.050730652,8.725672958,6.177279015,0.301911781,0.423810874,0.393748344,0.022185574,0.034402554,0.043643796,0.053619657,0.064784605,0.078251592,0.095389242,0.120583412,0.164245121,0.322894447,0.959231544,54.40446854,512394,3415.062667,2130.023959,FALSE,micro,survey,4.389,0.320994686,5.650096345,
Latin America & Caribbean,LCN,Costa Rica,CRI,1981,national,ENH,national,1981,income,0,1981 - 1986,3,0.33519,0.152883885,0.092137982,0.253589003,6.509536903,4.570024254,0.432008375,0.474947621,0.475090844,0.010654623,0.022819668,0.035141106,0.048121623,0.062408154,0.078987901,0.099638996,0.128265716,0.176638409,0.337323804,0.009110782,363.6524048,2456637,5908.217224,3934.913733,FALSE,group,survey,3.585,0.40065,11.0645168,
Latin America & Caribbean,LCN,Costa Rica,CRI,1986,national,ENH,national,1986,income,0,1981 - 1986,3,0.19264,0.082765523,0.04968769,0.14013743,6.742378341,6.075551939,0.248109347,0.344132505,0.312898857,0.015423688,0.036785162,0.05371333,0.068623261,0.082903939,0.09766846,0.114239319,0.134889898,0.165235657,0.230517286,0.033091344,363.6524048,2817216,5641.943909,3856.57332,FALSE,group,survey,4.338,0.32021,8.291773521,
Latin America & Caribbean,LCN,Costa Rica,CRI,1989,national,EHPM,national,1989,income,1,1989 - 2000,3,0.143985385,0.07037982,0.04791032,0.137278772,10.86118224,7.92718696,0.422905672,0.454649391,0.411230772,0.009714061,0.028253867,0.040872565,0.052924518,0.06589958,0.081181001,0.098639375,0.123532245,0.166759834,0.332222954,0.054432883,363.6524048,3043827,5979.074106,3976.109672,FALSE,micro,survey,5.264,0.314119359,8.207354443,
Latin America & Caribbean,LCN,Costa Rica,CRI,1990,national,EHPM,national,1990,income,1,1989 - 2000,3,0.138830348,0.06690203,0.044831119,0.128541064,11.20491845,8.104961792,0.415801346,0.452139245,0.415715371,0.010124345,0.028083063,0.041618925,0.053373782,0.065617846,0.080496763,0.099487712,0.125263665,0.16611003,0.329823869,0.065415485,363.6524048,3121706,6037.051117,4037.560286,FALSE,micro,survey,5.352,0.2977512,7.778602485,
Latin America & Caribbean,LCN,Costa Rica,CRI,1991,national,EHPM,national,1991,income,1,1989 - 2000,3,0.171411061,0.076285801,0.048550207,0.141063643,10.27779815,7.332885907,0.433669648,0.465531643,0.424827814,0.01032058,0.026258287,0.039188765,0.0515244,0.064266621,0.079365324,0.098475485,0.122283456,0.165595375,0.342721707,0.084828282,363.6524048,3202176,6018.682837,3898.63833,FALSE,micro,survey,4.966,0.323026771,8.326769242,
Latin America & Caribbean,LCN,Costa Rica,CRI,1992,national,EHPM,national,1992,income,1,1989 - 2000,3,0.138012303,0.062852651,0.041033291,0.118042139,10.918873,7.737776078,0.411566695,0.456392215,0.414418549,0.011252863,0.028905786,0.041168453,0.052332337,0.064742639,0.078974309,0.097223367,0.122758562,0.165494592,0.337147091,0.102716566,363.6524048,3284258,6408.205315,4167.592021,FALSE,micro,survey,5.169,0.30275983,7.48919458,
Latin America & Caribbean,LCN,Costa Rica,CRI,1993,national,EHPM,national,1993,income,1,1989 - 2000,3,0.117986901,0.056339477,0.038568802,0.111344181,12.65049145,8.911229317,0.424685253,0.459263629,0.424890897,0.010584173,0.028458311,0.0405648,0.051623943,0.064394486,0.078280578,0.09706857,0.123681189,0.168501407,0.336842542,0.112833791,363.6524048,3367434,6693.490832,4450.801738,FALSE,micro,survey,5.756,0.296558101,7.139631209,
Latin America & Caribbean,LCN,Costa Rica,CRI,1994,national,EHPM,national,1994,income,1,1989 - 2000,3,0.09390195,0.044894387,0.029938336,0.086429241,14.28748262,9.922919193,0.426059854,0.467018469,0.417832431,0.011593565,0.028462218,0.040354305,0.050854022,0.06270544,0.077025074,0.094312304,0.119671074,0.162617671,0.352404328,0.126188133,363.6524048,3451122,6826.322734,4567.330986,FALSE,micro,survey,6.261,0.284839009,6.03430761,
Latin America & Caribbean,LCN,Costa Rica,CRI,1995,national,EHPM,national,1995,income,1,1989 - 2000,3,0.105982385,0.047625118,0.031464987,0.09096344,13.63156329,9.643548669,0.411456358,0.456589249,0.415739824,0.011561167,0.028725865,0.040758801,0.052433938,0.064712609,0.078362591,0.097402994,0.12256223,0.165969183,0.337510621,0.155510267,363.6524048,3535176,6940.837021,4557.480394,FALSE,micro,survey,6.122,0.287645176,6.225128332,
Latin America & Caribbean,LCN,Costa Rica,CRI,1996,national,EHPM,national,1996,income,1,1989 - 2000,3,0.117491606,0.053763465,0.035405794,0.102132194,12.91678361,8.993861129,0.426240891,0.464776807,0.432857748,0.010923977,0.027527514,0.03982443,0.051082071,0.062945645,0.077409887,0.096295061,0.122518584,0.168687529,0.342785302,0.184565117,363.6524048,3619013,6871.60941,4529.014165,FALSE,micro,survey,5.797,0.296064226,6.722769596,
Latin America & Caribbean,LCN,Costa Rica,CRI,1997,national,EHPM,national,1997,income,1,1989 - 2000,3,0.090693897,0.040947222,0.026094132,0.075528043,13.62618247,9.629192063,0.397599911,0.455781662,0.41790725,0.0130638,0.029332798,0.040641243,0.051405819,0.06393061,0.078444854,0.096306488,0.121222979,0.167290097,0.338361312,0.209076125,363.6524048,3701711,7085.988343,4640.572157,FALSE,micro,survey,6.115,0.292532798,5.687101087,
Latin America & Caribbean,LCN,Costa Rica,CRI,1998,national,EHPM,national,1998,income,1,1989 - 2000,3,0.074750006,0.03227449,0.020215768,0.059214447,15.31214649,10.60338318,0.392432745,0.45637399,0.425238381,0.013819882,0.029669933,0.040461179,0.051085204,0.063332293,0.077177062,0.095298511,0.121155541,0.167922176,0.34007822,0.233527736,363.6524048,3782838,7430.172411,4747.229865,FALSE,micro,survey,6.602,0.275019631,4.950205541,
Latin America & Caribbean,LCN,Costa Rica,CRI,1999,national,EHPM,national,1999,income,1,1989 - 2000,3,0.092870994,0.041133513,0.025529472,0.074437199,14.91707246,10.05733795,0.431502792,0.47630616,0.438328756,0.011870515,0.02770928,0.038628593,0.049201263,0.060648115,0.074359954,0.092126825,0.119158509,0.167683614,0.358613332,0.254692734,363.6524048,3862101,7584.42137,4730.884854,FALSE,micro,survey,6.329,0.286603028,5.495976147,
Latin America & Caribbean,LCN,Costa Rica,CRI,2000,national,EHPM,national,2000,income,1,1989 - 2000,3,0.097767517,0.042820986,0.027161251,0.079261672,14.79291306,10.05318697,0.432940017,0.474094826,0.438882894,0.011604445,0.027269943,0.038895196,0.04966313,0.060978793,0.075683774,0.094664884,0.120192174,0.164400747,0.356646914,0.284420745,363.6524048,3937739,7726.519857,4684.79384,FALSE,micro,survey,6.327,0.282580955,5.716550624,
Latin America & Caribbean,LCN,Costa Rica,CRI,2001,national,EHPM,national,2001,income,2,2001 - 2009,3,0.076033568,0.031261599,0.018896352,0.054172623,20.15962818,12.36543595,0.499387857,0.515059603,0.486933898,0.010612105,0.024080996,0.034297555,0.044026291,0.054813854,0.068730467,0.087125258,0.114282285,0.165103532,0.396927657,0.316504823,363.6524048,4008947,7854.233958,4709.769182,FALSE,micro,survey,7.483,0.278870255,4.342680792,
Latin America & Caribbean,LCN,Costa Rica,CRI,2002,national,EHPM,national,2002,income,2,2001 - 2009,3,0.065660155,0.028869146,0.017948685,0.051200893,20.48805014,12.37488736,0.502164227,0.518125308,0.481835064,0.01112679,0.024362983,0.034131902,0.043914841,0.054665785,0.067679942,0.084920536,0.112026367,0.162899287,0.404271567,0.34489641,363.6524048,4075705,7989.559261,4888.834064,FALSE,micro,survey,7.487,0.277036513,4.274032584,
Latin America & Caribbean,LCN,Costa Rica,CRI,2003,national,EHPM,national,2003,income,2,2001 - 2009,3,0.068732227,0.028129715,0.016689013,0.047859514,20.08105721,12.9011036,0.457843774,0.493003219,0.475903881,0.011468897,0.02524902,0.035869725,0.046515498,0.057982666,0.072336596,0.091807555,0.119188925,0.169677922,0.369903196,0.377614052,363.6524048,4138784,8207.457468,5048.701107,FALSE,micro,survey,7.751,0.273020226,4.055457669,
Latin America & Caribbean,LCN,Costa Rica,CRI,2004,national,EHPM,national,2004,income,2,2001 - 2009,3,0.065921104,0.026062833,0.015088707,0.043792295,18.77127617,12.24371788,0.433675726,0.484175191,0.45739194,0.012819456,0.027009701,0.037271686,0.047422387,0.058853881,0.072461374,0.090851722,0.119556541,0.168024697,0.365728555,0.424576985,363.6524048,4200078,8445.529149,5102.096719,FALSE,micro,survey,7.422,0.275021431,4.019948011,
Latin America & Caribbean,LCN,Costa Rica,CRI,2005,national,EHPM,national,2005,income,2,2001 - 2009,3,0.050424627,0.018066576,0.009629003,0.028581438,19.51143742,12.80579322,0.407785701,0.475102578,0.449704263,0.014479471,0.02793595,0.038100873,0.048587538,0.059597264,0.072916912,0.091348287,0.11901258,0.169190607,0.358830518,0.48294407,363.6524048,4261240,8655.339654,5271.045591,FALSE,micro,survey,7.703,0.262528716,3.464176626,
Latin America & Caribbean,LCN,Costa Rica,CRI,2006,national,EHPM,national,2006,income,2,2001 - 2009,3,0.05160285,0.018963375,0.010518031,0.030868335,20.3082071,12.85389769,0.438778434,0.492804839,0.454920038,0.013816147,0.027340264,0.036860361,0.046509918,0.057097172,0.070555875,0.087302473,0.113563798,0.164197294,0.382756698,0.541024071,363.6524048,4321340,9160.294375,5465.878356,FALSE,micro,survey,7.727,0.261977626,3.526735008,
Latin America & Caribbean,LCN,Costa Rica,CRI,2007,national,EHPM,national,2007,income,2,2001 - 2009,3,0.031409793,0.010754478,0.005966603,0.017578037,22.61024039,14.18293495,0.430753531,0.49312813,0.439973893,0.015345683,0.02794856,0.037355569,0.046873411,0.056963052,0.069032994,0.085426739,0.111093103,0.160993173,0.388967715,0.588382981,363.6524048,4380248,9779.511494,5806.095708,FALSE,micro,survey,8.391,0.247626029,2.954943227,
Latin America & Caribbean,LCN,Costa Rica,CRI,2008,national,EHPM,national,2008,income,2,2001 - 2009,3,0.033739828,0.01354339,0.007844701,0.022979472,22.77008832,14.46361969,0.424179834,0.486407714,0.450403047,0.01504232,0.028218857,0.037912451,0.046772822,0.057345787,0.070690457,0.088552664,0.114170762,0.164705708,0.376588172,0.671756045,363.6524048,4440056,10104.9092,6068.799256,FALSE,micro,survey,8.532,0.243480141,3.071412498,
Latin America & Caribbean,LCN,Costa Rica,CRI,2009,national,EHPM,national,2009,income,2,2001 - 2009,3,0.036088418,0.01498851,0.009163763,0.026224541,24.88969147,15.35643811,0.463651671,0.505546529,0.474585067,0.013491056,0.026109767,0.035189386,0.044448346,0.054805582,0.06865257,0.086054752,0.112626289,0.164354753,0.394267499,0.718125012,363.6524048,4499791,9883.67567,6004.574574,FALSE,micro,survey,8.978,0.260310371,3.104769136,
Latin America & Caribbean,LCN,Costa Rica,CRI,2010,national,ENAHO,national,2010,income,3,2010 - 2024,3,0.022089726,0.009092255,0.005534034,0.015866355,25.40415958,16.27734351,0.410522947,0.480430384,0.453859358,0.01569641,0.028728222,0.037944967,0.04712152,0.057686025,0.071291842,0.08914968,0.116075646,0.168591409,0.36771428,0.758930494,363.6524048,4555962,10285.08567,6279.879394,FALSE,micro,survey,9.439,0.240460803,2.647376361,
Latin America & Caribbean,LCN,Costa Rica,CRI,2011,national,ENAHO,national,2011,income,3,2010 - 2024,3,0.027238454,0.009782182,0.005459203,0.016477116,26.20499394,16.79439281,0.427453731,0.487592021,0.46575581,0.014645516,0.027062931,0.036297446,0.046138007,0.057441869,0.071213858,0.089761939,0.118067843,0.170251889,0.3691187,0.798340156,363.6524048,4609833,10612.46949,6630.88068,FALSE,micro,survey,9.697,0.260508424,2.673645171,
Latin America & Caribbean,LCN,Costa Rica,CRI,2012,national,ENAHO,national,2012,income,3,2010 - 2024,3,0.025627971,0.009229606,0.004986665,0.014674346,27.06705845,17.36707684,0.420687742,0.484173003,0.463107189,0.014726825,0.027292402,0.036827781,0.046794184,0.057997135,0.07170925,0.089825583,0.118719435,0.170023227,0.366084177,0.829869865,363.6524048,4663934,11001.51929,7029.448638,FALSE,micro,survey,9.984,0.250142475,2.50330616,
Latin America & Caribbean,LCN,Costa Rica,CRI,2013,national,ENAHO,national,2013,income,3,2010 - 2024,3,0.026420895,0.009232926,0.00484339,0.014522098,27.89803165,17.25704095,0.434028468,0.491518093,0.493559997,0.014274883,0.026332213,0.036133571,0.045371342,0.055895549,0.069768236,0.089371355,0.1210762,0.172145097,0.369631554,0.878119724,363.6524048,4716147,11151.14379,7084.196195,FALSE,micro,survey,9.929,0.242828777,2.481349109,
Latin America & Caribbean,LCN,Costa Rica,CRI,2014,national,ENAHO,national,2014,income,3,2010 - 2024,3,0.023871448,0.008973543,0.005038227,0.014762305,27.26194686,17.35146183,0.422894734,0.486320898,0.472550073,0.014812366,0.027213021,0.036685623,0.04601965,0.05693767,0.071290141,0.090124133,0.117431474,0.170375535,0.369110388,0.923657138,363.6524048,4767119,11422.67358,7346.289455,FALSE,micro,survey,9.976,0.249521197,2.518155729,
Latin America & Caribbean,LCN,Costa Rica,CRI,2015,national,ENAHO,national,2015,income,3,2010 - 2024,3,0.024401484,0.009176703,0.00513572,0.015234626,27.28000547,17.26790689,0.418602572,0.483739483,0.465543073,0.014781665,0.027737933,0.037521691,0.046908954,0.057530927,0.07083644,0.088931923,0.117007415,0.170760087,0.367982964,0.920687306,363.6524048,4818038,11714.7106,7608.502789,FALSE,micro,survey,9.934,0.238449688,2.521638375,
Latin America & Caribbean,LCN,Costa Rica,CRI,2016,national,ENAHO,national,2016,income,3,2010 - 2024,3,0.024028999,0.007909138,0.004198967,0.012712167,28.32326625,17.98095062,0.423139063,0.487041127,0.466531048,0.01480883,0.027362459,0.036686957,0.046356975,0.057242079,0.070904114,0.089246689,0.117197926,0.167451046,0.372742925,0.925062858,363.6524048,4866998,12084.43513,7814.687097,FALSE,micro,survey,10.29,0.247021682,2.39760812,
Latin America & Caribbean,LCN,Costa Rica,CRI,2017,national,ENAHO,national,2017,income,3,2010 - 2024,3,0.017488793,0.005969926,0.003199519,0.009723243,28.77433045,18.15581957,0.411921699,0.483452017,0.464415378,0.015858386,0.028104498,0.03733675,0.046683657,0.057054792,0.0705198,0.088275935,0.116398004,0.170183243,0.369584935,0.935823547,363.6524048,4913177,12468.56545,8171.232503,FALSE,micro,survey,10.378,0.235599513,2.263503641,
Latin America & Caribbean,LCN,Costa Rica,CRI,2018,national,ENAHO,national,2018,income,3,2010 - 2024,3,0.02320724,0.008562385,0.004765075,0.014287801,28.10354096,18.18791498,0.412860036,0.47969961,0.458820207,0.014797462,0.027870905,0.038025268,0.047142925,0.058107852,0.072064098,0.090319666,0.11847939,0.169722895,0.36346954,0.955325439,363.6524048,4957818,12679.52536,8255.492082,FALSE,micro,survey,10.394,0.237434145,2.437465953,
Latin America & Caribbean,LCN,Costa Rica,CRI,2019,national,ENAHO,national,2019,income,3,2010 - 2024,3,0.017298358,0.006113144,0.003375803,0.009863876,27.97869648,17.78783619,0.409565039,0.481898524,0.46731213,0.015909057,0.028019168,0.037177966,0.046612911,0.057118476,0.070834116,0.089370449,0.117892273,0.170493087,0.366572498,0.982934971,363.6524048,4999553,12877.6501,8325.046229,FALSE,micro,survey,10.194,0.242054422,2.304477876,
Latin America & Caribbean,LCN,Costa Rica,CRI,2020,national,ENAHO,national,2020,income,3,2010 - 2024,3,0.033517811,0.013178338,0.007642411,0.022375453,24.27110369,15.21349029,0.438574839,0.492450432,0.488830441,0.013934689,0.026356818,0.035704607,0.045098085,0.056090143,0.069842964,0.089070303,0.119777773,0.174212684,0.369911935,0.981311463,363.6524048,5034320,12242.20989,7694.039318,FALSE,micro,survey,8.907,0.258615616,3.008995327,
Latin America & Caribbean,LCN,Costa Rica,CRI,2021,national,ENAHO,national,2021,income,3,2010 - 2024,3,0.021596228,0.00680629,0.003455165,0.010517088,27.59830576,17.45108217,0.418976639,0.486780283,0.469641919,0.015595432,0.027624402,0.036479739,0.045767617,0.056914041,0.070846169,0.089133302,0.116469272,0.169421067,0.371748958,0.995437961,363.6524048,5059988,13146.69279,8293.819748,FALSE,micro,survey,10.026,0.247825894,2.359468994,
Latin America & Caribbean,LCN,Costa Rica,CRI,2022,national,ENAHO,national,2022,income,3,2010 - 2024,3,0.015987651,0.005368557,0.002852205,0.008575049,26.80949853,17.38069309,0.390155713,0.471512971,0.456630901,0.016617185,0.028881823,0.038308846,0.047834724,0.058611471,0.072050306,0.091315339,0.119395689,0.170404292,0.356580326,1.1097141,363.6524048,5081765,13686.16141,8471.99594,FALSE,micro,survey,9.99,0.2391776,2.305634068,
Latin America & Caribbean,LCN,Costa Rica,CRI,2023,national,ENAHO,national,2023,income,3,2010 - 2024,3,0.015395534,0.004804524,0.002345046,0.007223904,28.57807382,18.91761376,0.384919096,0.467293307,0.452259331,0.016389277,0.02853419,0.038386081,0.048474061,0.059763462,0.073831566,0.09281561,0.120940757,0.170339334,0.350525663,1.084356017,363.6524048,5105525,14318.83897,8854.185146,FALSE,micro,survey,10.759,0.242476752,2.140405482,
